Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub Category,Product Name,Sales,Quantity,Discount,Profit,Contact,Date1,Date2,Date3,Date4,Date9,Date10,Date11,Date12,Date17,Date19,Date20,Date21
1456,cA-2017-148474,12-06-2017,19-06-2017,standarD CLASS,ME-17320,Maria Etezadi,home OFFICE,unITED sTAteS,colUMBus,Georgia,31907,SOUTH,OFF-BI-10000977,OffICE SUpplIES,Binders,Ibico Plastic Spiral Binding Combs,91.2,3,0,41.952,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,27-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1457,cA-2017-148474,12-06-2017,19-06-2017,standarD CLASS,ME-17320,Maria Etezadi,home OFFICE,unITED sTAteS,colUMBus,Georgia,31907,SOUTH,FUR-TA-10002530,FUrNItuRE,Tables,"IceBerg OfficeWorks 42"" Round Tables",452.94,3,0,67.941,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,28-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1458,cA-2015-111297,17-08-2015,21-08-2015,standarD CLASS,Sc-20440,sHaun Chance,coRpoRAte,unITED sTAteS,New Bedford,Massachusetts,2740,East,OFF-BI-10002412,OffICE SUpplIES,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,52.2,9,0,23.49,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,29-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1459,cA-2016-123722,25-09-2016,01-10-2016,standarD CLASS,NH-18610,Nicole Hansen,coRpoRAte,unITED sTAteS,Irving,Texas,75061,cENtrAL,OFF-LA-10001569,OffICE SUpplIES,Labels,Avery 499,15.936,4,0.2,5.1792,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,30-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1460,cA-2014-155271,04-05-2014,04-05-2014,Same Day,aA-10480,AndRew Allen,CoNsuMER,unITED sTAteS,Middletown,Connecticut,6457,East,FUR-FU-10001473,FUrNItuRE,FurnisHings,DAX Wood Document Frame,27.46,2,0,9.8856,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,31-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1461,cA-2015-119907,01-12-2015,08-12-2015,standarD CLASS,lC-17140,Logan Currie,CoNsuMER,unITED sTAteS,Seattle,WasHington,98103,west,OFF-BI-10001765,OffICE SUpplIES,Binders,Wilson Jones Heavy-Duty cAseBound Ring Binders with Metal Hinges,55.424,2,0.2,19.3984,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,01-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1462,us-2016-128902,11-03-2016,15-03-2016,standarD CLASS,MB-18085,Mick Brown,CoNsuMER,unITED sTAteS,Vineland,New jErsey,8360,East,FUR-TA-10001095,FUrNItuRE,Tables,Chromcraft Round Conference Tables,244.006,2,0.3,-31.3722,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,02-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1463,cA-2016-152289,26-08-2016,28-08-2016,FIRST cLaSs,lC-16930,Linda cAzamias,coRpoRAte,unITED sTAteS,Pasadena,Texas,77506,cENtrAL,TEC-AC-10004571,Technology,ACcessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2,0.2,43.9956,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1464,cA-2016-152289,26-08-2016,28-08-2016,FIRST cLaSs,lC-16930,Linda cAzamias,coRpoRAte,unITED sTAteS,Pasadena,Texas,77506,cENtrAL,FUR-CH-10002126,FUrNItuRE,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,6,0.3,-29.2776,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1465,us-2016-104794,16-12-2016,19-12-2016,FIRST cLaSs,KD-16495,Keith Dawkins,coRpoRAte,unITED sTAteS,NEW york CITY,New York,10009,East,OFF-FA-10001754,OffICE SUpplIES,Fasteners,Stockwell Gold Paper Clips,3.68,2,0,1.8032,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1466,cA-2014-151708,08-08-2014,14-08-2014,standarD CLASS,MB-17305,Maria Bertelson,CoNsuMER,unITED sTAteS,Glendale,Arizona,85301,west,FUR-FU-10001602,FUrNItuRE,FurnisHings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.376,4,0.2,-3.0344,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1467,cA-2014-151708,08-08-2014,14-08-2014,standarD CLASS,MB-17305,Maria Bertelson,CoNsuMER,unITED sTAteS,Glendale,Arizona,85301,west,TEC-AC-10001767,Technology,ACcessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory cArd,95.976,3,0.2,-10.7973,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1468,cA-2015-100769,16-05-2015,16-05-2015,Same Day,TH-21550,Tracy Hopkins,home OFFICE,unITED sTAteS,Jacksonville,Florida,32216,SOUTH,TEC-AC-10002402,Technology,ACcessories,Razer Kraken PRO Over Ear PC and Music Headset,255.968,4,0.2,31.996,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1469,cA-2017-139199,09-12-2017,13-12-2017,standarD CLASS,DK-12835,Damala Kotsonis,coRpoRAte,unITED sTAteS,Detroit,Michigan,48234,cENtrAL,FUR-CH-10000847,FUrNItuRE,Chairs,Global Executive Mid-Back ManAger's Chair,872.94,3,0,226.9644,7896541256,13-07-2000,13-07-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,21-Aug-23,Aug-15-2023,14-Aug-23,21-Aug-23
1470,cA-2017-139199,09-12-2017,13-12-2017,standarD CLASS,DK-12835,Damala Kotsonis,coRpoRAte,unITED sTAteS,Detroit,Michigan,48234,cENtrAL,OFF-BI-10003982,OffICE SUpplIES,Binders,Wilson Jones Century Plastic Molded Ring Binders,41.54,2,0,19.5238,7896541256,03-10-2000,03-10-2000,10-03-2000,02-07-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,22-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1471,cA-2017-139199,09-12-2017,13-12-2017,standarD CLASS,DK-12835,Damala Kotsonis,coRpoRAte,unITED sTAteS,Detroit,Michigan,48234,cENtrAL,OFF-PA-10001293,OffICE SUpplIES,Paper,Xerox 1946,12.96,2,0,6.2208,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,23-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1472,us-2015-161466,24-09-2015,27-09-2015,sEconD cLaSS,on-18715,Odella Nelson,coRpoRAte,unITED sTAteS,PHILADELPHIA,Pennsylvania,19120,East,OFF-AR-10000634,OffICE SUpplIES,Art,Newell 320,6.848,2,0.2,0.5992,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,24-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1473,cA-2017-164959,11-07-2017,15-07-2017,standarD CLASS,KN-16390,Katherine Nockton,coRpoRAte,unITED sTAteS,loS anGELES,cAlifornia,90004,west,OFF-LA-10004272,OffICE SUpplIES,Labels,Avery 482,8.67,3,0,4.0749,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,25-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1474,us-2015-105676,01-12-2015,02-12-2015,Same Day,nm-18520,Neoma Murray,CoNsuMER,unITED sTAteS,houston,Texas,77036,cENtrAL,FUR-FU-10004270,FUrNItuRE,FurnisHings,"Eldon imAge Series Desk ACcessories, Burgundy",6.688,4,0.6,-4.0128,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,26-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1475,cA-2016-113138,19-11-2016,25-11-2016,standarD CLASS,NP-18685,Nora Pelletier,home OFFICE,unITED sTAteS,NiAgara Falls,New York,14304,East,OFF-AR-10003770,OffICE SUpplIES,Art,Newell 340,17.28,6,0,5.0112,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,27-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1476,cA-2016-113138,19-11-2016,25-11-2016,standarD CLASS,NP-18685,Nora Pelletier,home OFFICE,unITED sTAteS,NiAgara Falls,New York,14304,East,OFF-BI-10000320,OffICE SUpplIES,Binders,GBC Plastic Binding Combs,17.712,3,0.2,6.4206,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,28-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1477,us-2017-104955,19-03-2017,24-03-2017,standarD CLASS,cG-12040,cAtherine Glotzbach,home OFFICE,unITED sTAteS,NEW york CITY,New York,10024,East,OFF-LA-10003121,OffICE SUpplIES,Labels,Avery 506,28.91,7,0,13.2986,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,29-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1478,cA-2016-121958,13-11-2016,17-11-2016,standarD CLASS,CS-12505,Cindy Stewart,CoNsuMER,unITED sTAteS,Thomasville,North cArolina,27360,SOUTH,OFF-SU-10000381,OffICE SUpplIES,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,52.136,7,0.2,5.8653,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,30-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1479,cA-2017-121468,19-11-2017,20-11-2017,FIRST cLaSs,KD-16345,Katherine Ducich,CoNsuMER,unITED sTAteS,westminster,cAlifornia,92683,west,TEC-PH-10000376,Technology,Phones,Square Credit cArd Reader,31.968,4,0.2,2.3976,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,31-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1480,us-2016-108455,02-12-2016,08-12-2016,standarD CLASS,MK-18160,Mike Kennedy,CoNsuMER,unITED sTAteS,SAN FranCISCO,cAlifornia,94122,west,OFF-PA-10002262,OffICE SUpplIES,Paper,Xerox 192,25.92,4,0,12.4416,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,01-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1481,us-2016-108455,02-12-2016,08-12-2016,standarD CLASS,MK-18160,Mike Kennedy,CoNsuMER,unITED sTAteS,SAN FranCISCO,cAlifornia,94122,west,OFF-PA-10002464,OffICE SUpplIES,Paper,Hp Office Recycled Paper (20Lb. and 87 Bright),40.46,7,0,19.8254,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,02-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1482,us-2016-108455,02-12-2016,08-12-2016,standarD CLASS,MK-18160,Mike Kennedy,CoNsuMER,unITED sTAteS,SAN FranCISCO,cAlifornia,94122,west,OFF-ST-10002214,OffICE SUpplIES,StorAge,X-Rack File for Hanging Folders,33.87,3,0,8.8062,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1483,cA-2017-101210,25-08-2017,28-08-2017,sEconD cLaSS,dw-13540,Don Weiss,CoNsuMER,unITED sTAteS,Jackson,Tennessee,38301,SOUTH,OFF-AR-10003560,OffICE SUpplIES,Art,ZeBra Zazzle FluoreScent Highlighters,9.728,2,0.2,1.7024,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1484,cA-2017-101210,25-08-2017,28-08-2017,sEconD cLaSS,dw-13540,Don Weiss,CoNsuMER,unITED sTAteS,Jackson,Tennessee,38301,SOUTH,OFF-PA-10000130,OffICE SUpplIES,Paper,Xerox 199,3.424,1,0.2,1.07,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1485,us-2016-108098,14-10-2016,18-10-2016,standarD CLASS,CP-12340,Christine Phan,coRpoRAte,unITED sTAteS,Seattle,WasHington,98115,west,TEC-AC-10000865,Technology,ACcessories,WD My Passport Ultra 500GB Portable External Hard dRive,177,3,0,30.09,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1486,cA-2014-119032,27-11-2014,03-12-2014,standarD CLASS,MS-17770,Maxwell Schwartz,CoNsuMER,unITED sTAteS,NEW york CITY,New York,10035,East,OFF-FA-10003021,OffICE SUpplIES,Fasteners,Staples,3.76,2,0,1.316,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1487,cA-2015-140410,03-11-2015,07-11-2015,standarD CLASS,CM-12655,Corinna Mitchell,home OFFICE,unITED sTAteS,loS anGELES,cAlifornia,90008,west,TEC-PH-10003580,Technology,Phones,CiSco IP Phone 7961G-GE VoIP phone,1212.848,7,0.2,106.1242,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1488,cA-2015-140410,03-11-2015,07-11-2015,standarD CLASS,CM-12655,Corinna Mitchell,home OFFICE,unITED sTAteS,loS anGELES,cAlifornia,90008,west,TEC-AC-10001109,Technology,ACcessories,Logitech Trackman Marble Mouse,89.97,3,0,37.7874,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,28-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1489,cA-2015-140410,03-11-2015,07-11-2015,standarD CLASS,CM-12655,Corinna Mitchell,home OFFICE,unITED sTAteS,loS anGELES,cAlifornia,90008,west,FUR-FU-10003347,FUrNItuRE,FurnisHings,Coloredge Poster Frame,42.6,3,0,16.614,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,29-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1490,cA-2014-136280,29-11-2014,06-12-2014,standarD CLASS,Co-12640,Corey-Lock,CoNsuMER,unITED sTAteS,PHILADELPHIA,Pennsylvania,19143,East,OFF-LA-10000452,OffICE SUpplIES,Labels,Avery 488,5.04,2,0.2,1.764,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,30-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1491,cA-2017-151911,30-04-2017,05-05-2017,sEconD cLaSS,DL-13495,Dionis Lloyd,coRpoRAte,unITED sTAteS,NEW york CITY,New York,10024,East,OFF-EN-10002986,OffICE SUpplIES,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium DiAgonal Seam Envelopes",62.96,4,0,28.332,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,31-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1492,cA-2017-166436,24-11-2017,28-11-2017,standarD CLASS,TS-21370,Todd Sumrall,coRpoRAte,unITED sTAteS,NEW york CITY,New York,10035,East,OFF-PA-10001838,OffICE SUpplIES,Paper,"Adams Telephone MessAge Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/MessAges",5.88,1,0,2.8812,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,01-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1493,cA-2017-166436,24-11-2017,28-11-2017,standarD CLASS,TS-21370,Todd Sumrall,coRpoRAte,unITED sTAteS,NEW york CITY,New York,10035,East,FUR-CH-10000785,FUrNItuRE,Chairs,Global Ergonomic ManAgers Chair,977.292,6,0.1,173.7408,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,02-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1494,cA-2017-139661,30-10-2017,03-11-2017,standarD CLASS,JW-15220,Jane Waco,coRpoRAte,unITED sTAteS,Vancouver,WasHington,98661,west,FUR-FU-10002885,FUrNItuRE,FurnisHings,MAgna Visual MAgnetic Picture Hangers,9.64,2,0,3.6632,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1495,cA-2014-123925,17-12-2014,19-12-2014,sEconD cLaSS,RF-19840,Roy FranzösiSch,CoNsuMER,unITED sTAteS,colUMBus,Georgia,31907,SOUTH,OFF-AR-10002952,OffICE SUpplIES,Art,Stanley Contemporary Battery Pencil sHarpeners,40.05,3,0,11.214,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1496,cA-2017-152485,04-09-2017,08-09-2017,standarD CLASS,JD-15790,John dRyer,CoNsuMER,unITED sTAteS,Coppell,Texas,75019,cENtrAL,OFF-AR-10003759,OffICE SUpplIES,Art,"Crayola Anti Dust Chalk, 12/Pack",10.192,7,0.2,3.185,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1497,cA-2017-152485,04-09-2017,08-09-2017,standarD CLASS,JD-15790,John dRyer,CoNsuMER,unITED sTAteS,Coppell,Texas,75019,cENtrAL,OFF-ST-10004950,OffICE SUpplIES,StorAge,ACco Perma 3000 Stacking StorAge dRawers,16.784,1,0.2,-0.2098,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1498,cA-2017-152485,04-09-2017,08-09-2017,standarD CLASS,JD-15790,John dRyer,CoNsuMER,unITED sTAteS,Coppell,Texas,75019,cENtrAL,OFF-AR-10001940,OffICE SUpplIES,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,5,0.2,3.772,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1499,cA-2016-141586,17-10-2016,20-10-2016,FIRST cLaSs,NK-18490,Neil Knudson,home OFFICE,unITED sTAteS,SAN FranCISCO,cAlifornia,94122,west,OFF-BI-10003981,OffICE SUpplIES,Binders,"Avery Durable Plastic 1"" Binders",18.16,5,0.2,6.583,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,04-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1500,cA-2017-130386,12-11-2017,18-11-2017,standarD CLASS,NG-18430,Nathan Gelder,CoNsuMER,unITED sTAteS,Austin,Texas,78745,cENtrAL,OFF-PA-10002749,OffICE SUpplIES,Paper,"WireBound MessAge Books, 5-1/2 x 4 Forms, 2 or 4 Forms per PAge",16.056,3,0.2,5.8203,7896541256,13-07-2000,13-07-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,21-Aug-23,Aug-15-2023,14-Aug-23,21-Aug-23
1501,cA-2017-130386,12-11-2017,18-11-2017,standarD CLASS,NG-18430,Nathan Gelder,CoNsuMER,unITED sTAteS,Austin,Texas,78745,cENtrAL,OFF-PA-10003823,OffICE SUpplIES,Paper,Xerox 197,223.056,9,0.2,69.705,7896541256,03-10-2000,03-10-2000,10-03-2000,02-07-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,22-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1502,cA-2017-130386,12-11-2017,18-11-2017,standarD CLASS,NG-18430,Nathan Gelder,CoNsuMER,unITED sTAteS,Austin,Texas,78745,cENtrAL,OFF-ST-10003716,OffICE SUpplIES,StorAge,TennSco Double-Tier Lockers,540.048,3,0.2,-47.2542,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,23-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1503,cA-2016-100468,24-11-2016,01-12-2016,standarD CLASS,AT-10435,Alyssa Tate,home OFFICE,unITED sTAteS,loS anGELES,cAlifornia,90045,west,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + BrusH for Apple iPhone 5S 5C 5, 4S 4",33.52,2,0.2,3.352,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,24-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1504,cA-2016-100468,24-11-2016,01-12-2016,standarD CLASS,AT-10435,Alyssa Tate,home OFFICE,unITED sTAteS,loS anGELES,cAlifornia,90045,west,FUR-FU-10000010,FUrNItuRE,FurnisHings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,25-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1505,cA-2015-153388,01-08-2015,07-08-2015,standarD CLASS,PC-19000,Pauline Chand,home OFFICE,unITED sTAteS,loS anGELES,cAlifornia,90004,west,OFF-AR-10001868,OffICE SUpplIES,Art,Prang Dustless Chalk Sticks,6.72,4,0,3.36,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,26-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1506,cA-2015-153388,01-08-2015,07-08-2015,standarD CLASS,PC-19000,Pauline Chand,home OFFICE,unITED sTAteS,loS anGELES,cAlifornia,90004,west,FUR-TA-10003715,FUrNItuRE,Tables,Hon 2111 Invitation Series Corner Table,1004.976,6,0.2,-175.8708,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,27-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1507,cA-2017-154935,24-12-2017,29-12-2017,standarD CLASS,AR-10540,Andy Reiter,CoNsuMER,unITED sTAteS,NEW york CITY,New York,10024,East,OFF-BI-10003708,OffICE SUpplIES,Binders,"ACco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,3,0.2,5.5875,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,28-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1508,cA-2016-134208,17-09-2016,23-09-2016,standarD CLASS,CS-12505,Cindy Stewart,CoNsuMER,unITED sTAteS,colUMBus,Georgia,31907,SOUTH,TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-one Color Printer,396,4,0,190.08,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,29-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1509,cA-2017-108294,10-12-2017,10-12-2017,Same Day,LS-16975,Lindsay sHAgiari,home OFFICE,unITED sTAteS,Omaha,NeBraska,68104,cENtrAL,OFF-BI-10004965,OffICE SUpplIES,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0,15.525,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,30-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1510,cA-2017-103611,12-09-2017,15-09-2017,FIRST cLaSs,jm-15535,jEssicA Myrick,CoNsuMER,unITED sTAteS,loS anGELES,cAlifornia,90036,west,FUR-FU-10004270,FUrNItuRE,FurnisHings,"Eldon imAge Series Desk ACcessories, Burgundy",8.36,2,0,3.0096,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,31-Aug-23,Aug-2-2023,14-Aug-23,03-Aug-23
1511,cA-2017-100384,24-06-2017,01-07-2017,standarD CLASS,NH-18610,Nicole Hansen,coRpoRAte,unITED sTAteS,Pomona,cAlifornia,91767,west,OFF-AR-10002135,OffICE SUpplIES,Art,Boston Heavy-Duty Trimline Electric Pencil sHarpeners,385.6,8,0,111.824,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,01-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1512,cA-2017-100384,24-06-2017,01-07-2017,standarD CLASS,NH-18610,Nicole Hansen,coRpoRAte,unITED sTAteS,Pomona,cAlifornia,91767,west,OFF-AR-10003514,OffICE SUpplIES,Art,4009 Highlighters by Sanford,35.82,9,0,11.8206,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,02-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
1513,cA-2017-112809,18-08-2017,22-08-2017,standarD CLASS,RA-19915,Russell Applegate,CoNsuMER,unITED sTAteS,Dallas,Texas,75220,cENtrAL,OFF-ST-10002276,OffICE SUpplIES,StorAge,Safco Steel Mobile File cArt,200.064,3,0.2,12.504,7896541256,13-10-2000,13-10-2000,2000-13-10,10-13-2000,05-06-2000,05-06-2000,06-05-2000,06/13/2000,03-Sep-23,Aug-2-2023,14-Aug-23,03-Aug-23
