STOREEXCEL/ StoreID,StoreName,YearOpened,Supplier/Party,Client/Customer,CustomerMobileNumber,BillDate,BillNo / Invoice,Category(CAT-1),SubCategory(CAT-2),ProductName,Color,BrandName,EmpID,EmployeeName,Designation,Target,Channel,City,State,Country,Region,TaxAmt,DiscountAmount,Quantity,MRP/UnitPrice,TotalProductCost,SalesAmount,BucketRange,UnitsIn,QtyOnHand
705,Secret Admirer Florist & Gifts,1/3/2020,Trey Research,Roley Cheesman,8539951590,18/7/2019,738191,Food,Chips,Lays yellow,Multi,Pepsico,148,Robert,Production Technician - WC30,4167.45,Web,Atlanta,Georgia,USA,Americas,2019,657,13,150,5717,3969,0-10000,276,263
718,To You From Me,12/14/2019,Trey Research,Jake Johantges,8376443319,18/7/2019,3713353,Kitchen Items,Mugs,Dev - OrangeMug_S,Multi,Kitchen cmpny,126,Jeff,European Sales Manager,2036.7,Web,Duluth,Florida,USA,Americas,525,555,1,1738,13862,2263,0-10000,345,344
719,The Treasure Box,12/14/2019,Consolidated Messenger,Evania Mildner,8255238502,19/7/2019,1812325,Kitchen Items,Mugs,Dev - OrangeMug_L,Blue,Kitchen cmpny,141,Brian,Research and Development Engineer,8701,Chatbot,Augusta,Georgia,USA,Americas,1330,477,7,940,2327,7910,0-10000,270,263
719,The Treasure Box,12/14/2019,"Contoso, Ltd.",Gunilla Seabon,8832460739,21/7/2019,3373717,Novelty items,Toffee hammer,Toffee hammer Black,Blue,Novelty items&co,153,Ramesh,Buyer,2403.5,Email,Augusta,Alabama,USA,Americas,1417,16,4,192,12378,2185,0-10000,312,308
721,A Bow On Top Gift Shop,12/14/2019,Consolidated Messenger,Valaree Flury,9222598413,21/7/2019,3481561,Food,Ghee,Cow Ghee,Black,Sunwest Foods,129,Chris,Marketing Assistant,13716,Web,Gainesville,Florida,USA,Americas,2469,421,33,387,9959,15240,10000-20000,246,213
717,Log Cabin Keepsakes,12/15/2019,Humongous Insurance,Jerrilyn Blackesland,9220296663,21/7/2019,3857559,Footwear,Slippers,Black Slippers XL,Red,Adidas,132,Mark,Production Technician - WC120,12699.5,Web,Columbus,Alabama,USA,Americas,2201,977,32,292,1724,11545,10000-20000,267,235
719,The Treasure Box,12/14/2019,Consolidated Messenger,Zea Gluyus,9030373339,21/7/2019,3869595,Clothing,Tshirts,Red Tshirt L,Multi,Roadster,126,Jeff,Pacific Sales Manager,9995.7,Call-Center,Augusta,Alabama,USA,Americas,2507,180,28,235,11684,9087,0-10000,216,188
717,Log Cabin Keepsakes,12/15/2019,Trey Research,Skylar Gippes,8120566905,22/7/2019,2855654,Furniture,Bench,Laptop Bench,Multi,Furnitures.Co,134,Houman,Production Technician - WC40,4634.3,Call-Center,Columbus,South Carolina,USA,Americas,1999,172,3,738,2842,4213,0-10000,200,197
719,The Treasure Box,12/14/2019,"Litware, Inc.",Stavro Plunket,8787658378,22/7/2019,2885032,Novelty items,Slinky,Helical spring,Black,Novelty items&co,136,Michiko,Marketing Assistant,28502.1,Chatbot,Augusta,Florida,USA,Americas,2655,371,17,1368,2450,25911,20000-30000,236,219
719,The Treasure Box,12/14/2019,Consolidated Messenger,Cecelia Clacson,8486492518,22/7/2019,3375708,Novelty items,BunaB,Zudirk,Blue,Novelty items&co,162,Dylan,Production Technician - WC20,24185.7,Web,Augusta,Florida,USA,Americas,549,568,18,1191,14016,21987,20000-30000,210,192
719,The Treasure Box,12/14/2019,Trey Research,Matteo Norgate,8988209927,23/7/2019,2890019,Kitchen Items,Mugs,IT - OrangeMug,Red,Kitchen cmpny,132,Mark,Buyer,44515.9,Call-Center,Augusta,South Carolina,USA,Americas,941,653,36,1098,5690,40469,40000-50000,263,227
721,A Bow On Top Gift Shop,12/14/2019,Lucerne Publishing,Son Penrith,8236530528,24/7/2019,2858445,Novelty items,Whoopee cushion,whoopee,Red,Novelty items&co,124,Matthias,Production Technician - WC40,2923.2,Call-Center,Gainesville,Florida,USA,Americas,2843,705,9,45,6661,3248,0-10000,301,292
717,Log Cabin Keepsakes,12/15/2019,Graphic Design Institute,Ashton Teodorski,8441166326,24/7/2019,3522891,Kitchen Items,Mugs,Dev - BlueMug_L,Black,Kitchen cmpny,159,Alex,Production Technician - WC68,3089.9,Chatbot,Columbus,Georgia,USA,Americas,901,443,2,954,8660,2809,0-10000,317,315
718,To You From Me,12/14/2019,"Contoso, Ltd.",Vikky Keune,8142199438,24/7/2019,2831016,Footwear,Slippers,Green Slippers S,Multi,Adidas,132,Mark,Production Technician - WC60,7353,Email,Duluth,Georgia,USA,Americas,1310,352,7,980,11902,8170,0-10000,276,269
717,Log Cabin Keepsakes,12/15/2019,Woodgrove Bank,Elga Romushkin,9235260986,24/7/2019,3229499,Clothing,Jackets,White Jacket XS,Black,Denim,124,Matthias,Production Technician - WC10,5814.6,Chatbot,Columbus,Florida,USA,Americas,2698,68,4,647,4867,5286,0-10000,313,309
719,The Treasure Box,12/14/2019,"Litware, Inc.",Nanette Munford,8204223922,25/7/2019,2769254,Footwear,Crocs,Crocs Black,Multi,Crocs,128,Barbara,Purchasing Assistant,35941.4,Email,Augusta,Florida,USA,Americas,70,20,26,1254,8571,32674,30000-40000,230,204
716,The Warm House,12/15/2019,"Fabrikam, Inc.",Alastair Hackford,8383567716,25/7/2019,125290,Kitchen Items,Aproon,Aproon White Lab,Blue,Kitchen cmpny,141,Brian,Production Supervisor - WC45,7159.9,Chatbot,Clearwater,Georgia,USA,Americas,913,340,4,1399,12024,6509,0-10000,224,220
719,The Treasure Box,12/14/2019,"Contoso, Ltd.",Pren Klus,9386166107,25/7/2019,124932,Kitchen Items,Lemon squeezer,PlasticLemon squeezer,Multi,Kitchen cmpny,166,Jose,Assistant to the Chief Financial Officer,24480.5,Chatbot,Augusta,Georgia,USA,Americas,391,626,12,1822,8480,22255,20000-30000,399,387
720,Hopscotch Toy Shop,12/14/2019,Consolidated Messenger,Ladonna Goeff,9134104359,25/7/2019,3764430,Novelty items,Silly Putty,Putty,Multi,Novelty items&co,127,Eugene,Purchasing Assistant,23738,Call-Center,Birmingham,Florida,USA,Americas,136,707,12,1787,9684,21580,20000-30000,349,337
721,A Bow On Top Gift Shop,12/14/2019,A Datum Corporation,Brenn Mayworth,8916128973,25/7/2019,3702303,School Supplies,Drawing Accessories,School Bags,Black,Class Mate,145,Michael,Production Technician - WC40,11556.9,Call-Center,Gainesville,Florida,USA,Americas,2821,231,15,668,1302,12841,10000-20000,388,373
718,To You From Me,12/14/2019,Consolidated Messenger,Emmalynn Torry,8248084482,26/7/2019,2830726,Pesonal Care,Personal Hygiene,Sanatizer',Multi,johnson & johnson,165,Karen,Database Administrator,11238.3,Call-Center,Duluth,Florida,USA,Americas,1000,96,21,547,10991,12487,10000-20000,239,218
721,A Bow On Top Gift Shop,12/14/2019,"Litware, Inc.",Aliza Gritten,8803168539,26/7/2019,3526875,Packaging materials,Primary Packaging,Plastic Containers,Silver,Packers and Movers,125,Bryan,Vice President of Sales,2711.7,Web,Gainesville,Florida,USA,Americas,2001,574,4,253,7060,3013,0-10000,258,254
718,To You From Me,12/14/2019,Trey Research,Janene Wayt,9030271236,28/7/2019,3631062,Kitchen Items,Mugs,Dev - GreenMug_L,Silver,Kitchen cmpny,173,Don,Vice President of Sales,6355.8,Call-Center,Duluth,Florida,USA,Americas,2462,593,20,230,9092,7062,0-10000,237,217
721,A Bow On Top Gift Shop,12/14/2019,Humongous Insurance,Nicoline Ferentz,9051342121,29/7/2019,3635962,Clothing,Jeans,Roadster Jeans white,Blue,Roadster,150,Reed,Production Technician - WC60,21782.7,Chatbot,Gainesville,Florida,USA,Americas,515,573,18,1316,9216,24203,20000-30000,252,234
709,Made With Love Gift Shop,2/2/2020,Lucerne Publishing,Krysta de Tocqueville,8114887446,29/7/2019,2850771,Novelty items,Slinky,Helical spring,Black,Novelty items&co,128,Barbara,Marketing Manager,5371.3,Chatbot,Marietta,Florida,USA,Americas,854,763,8,600,3207,5654,0-10000,156,148
720,Hopscotch Toy Shop,12/14/2019,Lucerne Publishing,Christi Matveichev,8078656071,29/7/2019,2385672,Clothing,Tshirts,Blue Tshirt L,White,U.S Polo.Assn,167,Mandar,Production Technician - WC40,12210,Call-Center,Birmingham,Florida,USA,Americas,1453,296,11,877,208,11100,10000-20000,368,357
718,To You From Me,12/14/2019,"Fabrikam, Inc.",Devonna Ickovic,9251668979,30/7/2019,3710789,Clothing,Sweaters,Sweaters Red Tape,Blue,Redtape,166,Jose,Purchasing Assistant,12766.5,Web,Duluth,Georgia,USA,Americas,2525,696,11,1060,12224,14185,10000-20000,326,315
717,Log Cabin Keepsakes,12/15/2019,Woodgrove Bank,Ellissa Bexley,9174025825,30/7/2019,3831218,Kitchen Items,Cutting board,Choop Board,Multi,Kitchen cmpny,141,Brian,Production Technician - WC20,48706.9,Chatbot,Columbus,Florida,USA,Americas,1879,561,25,1696,13362,44279,40000-50000,398,373
718,To You From Me,12/14/2019,The Phone Company,Lucky Paladini,8081040114,31/7/2019,2834768,Footwear,Furry Footwear,Fluffy footwear,White,Novelty items&co,129,Chris,Production Technician - WC45,15243.3,Web,Duluth,Mississippi,USA,Americas,1961,952,8,1872,2503,16937,10000-20000,375,367
720,Hopscotch Toy Shop,12/14/2019,Woodgrove Bank,Annabelle Jiggen,9229640996,31/7/2019,839980,Clothing,Tshirts,Blue Tshirt XL,Red,U.S Polo.Assn,155,Samantha,Marketing Specialist,26833.4,Email,Birmingham,Florida,USA,Americas,1785,315,23,983,12828,24394,20000-30000,370,347
717,Log Cabin Keepsakes,12/15/2019,Consolidated Messenger,Kayle Wenderott,8175561925,31/7/2019,3623518,Footwear,Slippers,Black Slippers S,Red,Adidas,129,Chris,Production Technician - WC20,36186.7,Web,Columbus,Georgia,USA,Americas,1313,13,32,987,7524,32897,30000-40000,290,258
717,Log Cabin Keepsakes,12/15/2019,A Datum Corporation,Min Rutland,8348474995,31/7/2019,3401718,Clothing,Jackets,White Jacket S,Black,Denim,125,Bryan,Production Technician - WC40,18139,Web,Columbus,Florida,USA,Americas,2560,932,14,995,13161,16490,10000-20000,355,341
718,To You From Me,12/14/2019,"Contoso, Ltd.",Rianon Rother,8141922558,1/8/2019,2193178,Kitchen Items,Mugs,Dev - GreenMug_M,Red,Kitchen cmpny,136,Michiko,Production Technician - WC10,5358.6,Call-Center,Duluth,Florida,USA,Americas,1871,802,3,1361,13123,5954,0-10000,261,258
721,A Bow On Top Gift Shop,12/14/2019,Trey Research,Walsh Dominico,8545086671,1/8/2019,2835956,Novelty items,Slime,Blimey Slimes,Multi,Novelty items&co,174,Alan,Production Technician - WC10,5042.7,Web,Gainesville,Florida,USA,Americas,2467,748,16,196,9084,5603,0-10000,261,245
717,Log Cabin Keepsakes,12/15/2019,Lucerne Publishing,Sibeal Fairholme,8996833083,4/8/2019,3439720,Kitchen Items,Plates,Steel Plate,Black,Kitchen cmpny,123,Angela,Senior Design Engineer,6641.8,Call-Center,Columbus,Florida,USA,Americas,758,602,16,330,5788,6038,0-10000,234,218
718,To You From Me,12/14/2019,"Litware, Inc.",Ricardo Zanioletti,8178140086,5/8/2019,3657417,Clothing,Hoodies,Hoodie Capped,Black,Adidas,125,Bryan,Production Technician - WC140,27844.2,Email,Duluth,Florida,USA,Americas,2746,909,16,1762,9783,30938,30000-40000,245,229
718,To You From Me,12/14/2019,Northwind Electric Cars,Vergil Tayler,9266848882,5/8/2019,2784348,Clothing,Tshirts,Red Tshirt L,Black,Roadster,127,Eugene,Production Technician - WC31,8856,Chatbot,Duluth,Florida,USA,Americas,950,987,7,1270,4873,9840,0-10000,351,344
721,A Bow On Top Gift Shop,12/14/2019,"Litware, Inc.",Haskell Culshaw,8778978224,5/8/2019,3783369,Food,Cool Drinks,Thumps Up Charged,Blue,Coca Cola,166,Jose,Production Technician - WC20,5433.3,Call-Center,Gainesville,Georgia,USA,Americas,577,253,30,182,12947,6037,0-10000,207,177
718,To You From Me,12/14/2019,"Fabrikam, Inc.",Welsh Aguirre,8788573034,6/8/2019,2784630,Clothing,Tshirts,White Tshirt XXL,Red,Lee,167,Mandar,Production Technician - WC460,21647.7,Email,Duluth,Alabama,USA,Americas,998,910,15,1537,388,24053,20000-30000,324,309
721,A Bow On Top Gift Shop,12/14/2019,Lucerne Publishing,Winfield Cattini,9139706783,7/8/2019,2676909,Novelty items,Propeller beanie,Propeller beanie,Multi,Novelty items&co,171,Carol,Production Technician - WC10,5977.8,Chatbot,Gainesville,Florida,USA,Americas,2456,358,23,182,7060,6642,0-10000,232,209
719,The Treasure Box,12/14/2019,"Contoso, Ltd.",Rena Varley,8249297353,7/8/2019,2842512,Kitchen Items,Mugs,Dev - RedMug_S,Black,Kitchen cmpny,123,Angela,Production Technician - WC60,17627.5,Web,Augusta,Georgia,USA,Americas,1805,459,12,1185,1592,16025,10000-20000,215,203
720,Hopscotch Toy Shop,12/14/2019,"Contoso, Ltd.",Dew Carswell,8625526041,7/8/2019,2694233,Food,Cool Drinks,Thumps Up,Red,Coca Cola,149,Andreas,Sales Representative,3764.2,Web,Birmingham,Florida,USA,Americas,1874,790,9,172,2557,3422,0-10000,378,369
717,Log Cabin Keepsakes,12/15/2019,Nod Publishers,Veronika Fryers,9110865288,7/8/2019,3637669,Footwear,Furry Footwear,Fluffy footwear,Multi,Novelty items&co,163,Shane,Janitor,40605.4,Call-Center,Columbus,Florida,USA,Americas,2752,242,19,1798,10998,36914,30000-40000,377,358
717,Log Cabin Keepsakes,12/15/2019,"Litware, Inc.",Granthem MacManus,8832717273,7/8/2019,3699565,Footwear,Slippers,Green Slippers M,Black,Adidas,165,Karen,Sales Representative,11565.4,Call-Center,Columbus,Florida,USA,Americas,114,702,13,800,12127,10514,10000-20000,345,332
718,To You From Me,12/14/2019,"Litware, Inc.",Maryann Matthewman,9059746565,8/8/2019,3698678,Kitchen Items,Mugs,Dev - GreenMug_S,Blue,Kitchen cmpny,169,Sameer,Marketing Assistant,2764.8,Chatbot,Duluth,Georgia,USA,Americas,2804,993,2,134,2481,3072,0-10000,211,209
718,To You From Me,12/14/2019,Trey Research,Arleta Staniland,8279919589,8/8/2019,934532,Footwear,Polish,Charle Shoe polish,Red,Charle,128,Barbara,Production Technician - WC20,47602.8,Web,Duluth,Florida,USA,Americas,1432,1083,31,1660,12523,52892,50000-60000,362,331
720,Hopscotch Toy Shop,12/14/2019,The Phone Company,Casey Leuren,8716815532,8/8/2019,2828977,Clothing,Jackets,Red Jacket L,Grey,Denim,124,Matthias,Production Technician - WC30,10520.4,Chatbot,Birmingham,Florida,USA,Americas,2572,962,8,874,2102,9564,0-10000,313,305
717,Log Cabin Keepsakes,12/15/2019,"Contoso, Ltd.",Benedetta Iorizzo,9273852122,9/8/2019,3801502,Food,Biscuit,Good Day,Yellow,Britania,141,Brian,Production Technician - WC40,47438.6,Email,Columbus,Alabama,USA,Americas,670,574,24,1769,13219,43126,40000-50000,257,233
719,The Treasure Box,12/14/2019,"Fabrikam, Inc.",Virgilio Coweuppe,8559896625,9/8/2019,3369499,Novelty items,Chattering teeth,Yakity Yak Talking Teeth,Multi,Novelty items&co,163,Shane,Janitor,7305.1,Chatbot,Augusta,Alabama,USA,Americas,677,71,6,994,12160,6641,0-10000,251,245
717,Log Cabin Keepsakes,12/15/2019,"Litware, Inc.",Rodney Vurley,9113637153,9/8/2019,2681570,Kitchen Items,Glass,Plastic Glass,Blue,Kitchen cmpny,135,Sairaj,Buyer,7594.4,Chatbot,Columbus,Georgia,USA,Americas,2719,863,31,135,1209,6904,0-10000,374,343
717,Log Cabin Keepsakes,12/15/2019,"Contoso, Ltd.",Johan Sorey,9174989217,10/8/2019,3302916,Clothing,Jackets,Red Jacket XXL,Black,Denim,134,Houman,Purchasing Assistant,2783,Web,Columbus,Georgia,USA,Americas,280,258,6,375,1632,2530,0-10000,324,318
720,Hopscotch Toy Shop,12/14/2019,Consolidated Messenger,Giulio Danilyak,9242594332,10/8/2019,2828083,Kitchen Items,Aproon,Aproon White Kitchen,Yellow,Kitchen cmpny,163,Shane,Production Technician - WC420,2720.3,Chatbot,Birmingham,Alabama,USA,Americas,903,686,2,785,172,2473,0-10000,340,338
717,Log Cabin Keepsakes,12/15/2019,Humongous Insurance,Conni Pocke,8971860489,10/8/2019,3691944,Kitchen Items,Glass,Steel Glass,Multi,Kitchen cmpny,134,Houman,Production Technician - WC290,3175.7,Web,Columbus,Alabama,USA,Americas,2343,613,16,34,11252,2887,0-10000,337,321
717,Log Cabin Keepsakes,12/15/2019,Northwind Electric Cars,Augustina Vockins,9395502399,11/8/2019,2388226,Food,Biscuit,ParleBiscuit,Red,Parle,153,Ramesh,Application Specialist,11745.8,Web,Columbus,Florida,USA,Americas,1162,252,13,732,9724,10678,10000-20000,371,358
719,The Treasure Box,12/14/2019,Woodgrove Bank,Teodoro Denkin,8199504904,12/8/2019,103780,Kitchen Items,Dishwasher,Dishwasher,Multi,Kitchen cmpny,164,John,Production Technician - WC50,2951.3,Web,Augusta,Alabama,USA,Americas,411,742,4,568,9757,2683,0-10000,303,299
718,To You From Me,12/14/2019,"Contoso, Ltd.",Kinna Lozano,9153782003,12/8/2019,2784651,Clothing,Tshirts,Blue TShirt S,Black,U.S Polo.Assn,173,Don,Production Technician - WC10,22194.9,Chatbot,Duluth,South Carolina,USA,Americas,181,631,34,720,2104,24661,20000-30000,346,312
717,Log Cabin Keepsakes,12/15/2019,Northwind Electric Cars,Nate Valler,8913939727,13/8/2019,3683014,Pesonal Care,Oral Care,Mouth Freshner,Multi,johnson & johnson,151,Linda,Production Technician - WC60,4305.4,Call-Center,Columbus,Georgia,USA,Americas,2100,150,2,907,530,3914,0-10000,365,363
717,Log Cabin Keepsakes,12/15/2019,Northwind Electric Cars,Minnaminnie Dollman,9249027228,13/8/2019,887954,Food,Butter,Vegan Butter,Multi,American Cheese & Butter,167,Mandar,Production Technician - WC50,27076.5,Chatbot,Columbus,Florida,USA,Americas,851,476,26,914,10973,24615,20000-30000,339,313
719,The Treasure Box,12/14/2019,A Datum Corporation,Vale Bouette,8109999906,13/8/2019,2718280,Kitchen Items,Food/meat thermometer,prong-type device,Blue,Kitchen cmpny,165,Karen,Application Specialist,8281.9,Chatbot,Augusta,Florida,USA,Americas,1835,915,6,949,2750,7529,0-10000,245,239
720,Hopscotch Toy Shop,12/14/2019,Graphic Design Institute,Myranda Vasilyev,9256427444,14/8/2019,2697592,Food,Cool Drinks,Maza Spl,Red,Coca Cola,152,James,Sales Representative,8017.9,Chatbot,Birmingham,Alabama,USA,Americas,1649,321,5,1128,717,7289,0-10000,315,310
720,Hopscotch Toy Shop,12/14/2019,A Datum Corporation,Filippo Lobb,8661646039,14/8/2019,1392004,Clothing,Jackets,Red Jacket XXL,Multi,Denim,126,Jeff,Production Supervisor - WC10,13844.6,Call-Center,Birmingham,Alabama,USA,Americas,116,277,29,430,13964,12586,10000-20000,302,273
717,Log Cabin Keepsakes,12/15/2019,"Litware, Inc.",Niccolo Blazewicz,8847537728,14/8/2019,3430555,Kitchen Items,Mugs,Dev - BlueMug_M,Red,Kitchen cmpny,169,Sameer,Quality Assurance Technician,2909.5,Chatbot,Columbus,Florida,USA,Americas,2105,743,12,45,5729,2645,0-10000,268,256
717,Log Cabin Keepsakes,12/15/2019,Northwind Electric Cars,Gleda Gillhespy,8469674164,15/8/2019,3529715,Kitchen Items,Mugs,Dev - RedMug_S,Red,Kitchen cmpny,172,Rob,Production Technician - WC10,5762.9,Email,Columbus,Florida,USA,Americas,1287,102,16,247,12515,5239,0-10000,269,253
717,Log Cabin Keepsakes,12/15/2019,Graphic Design Institute,Wyndham Bernhardi,8141291061,15/8/2019,3859071,Footwear,Slippers,Green Slippers XS,Black,Adidas,178,Steve,Pacific Sales Manager,4452.8,Email,Columbus,South Carolina,USA,Americas,975,706,7,439,11158,4048,0-10000,308,301
719,The Treasure Box,12/14/2019,Lucerne Publishing,Nahum Matyasik,8243727221,16/8/2019,2885024,Novelty items,Snow globe,waterglobe,Yellow,Novelty items&co,137,Benjamin,Vice President of Sales,15106.3,Call-Center,Augusta,Florida,USA,Americas,1079,328,19,666,5886,13733,10000-20000,323,304
720,Hopscotch Toy Shop,12/14/2019,"Fabrikam, Inc.",Selig Saunton,8750028142,16/8/2019,2713771,Food,Cool Drinks,RC cola,Red,Coca Cola,151,Linda,Sales Representative,1390.4,Email,Birmingham,Mississippi,USA,Americas,1104,982,20,8,9572,1264,0-10000,376,356
712,Once Upon a Trinket,2/25/2020,"Contoso, Ltd.",Rozina Mackiewicz,9185881941,16/8/2019,3563810,Footwear,Slippers,Brown Slippers XS,Red,Adidas,167,Mandar,Production Technician - WC60,9604.8,Email,Savannah,Georgia,USA,Americas,1150,883,6,1587,3583,10672,10000-20000,221,215
718,To You From Me,12/14/2019,"Fabrikam, Inc.",Johan Robbings,8872332129,18/8/2019,2768159,Novelty items,X-Ray specs,X-ray glasses,Black,Novelty items&co,146,Andy,Sales Representative,2485.8,Web,Duluth,Florida,USA,Americas,1702,462,4,265,6782,2762,0-10000,260,256
716,The Warm House,12/15/2019,Lucerne Publishing,Alyssa Brugden,8433915171,18/8/2019,3532520,Footwear,Slippers,Green Slippers XS,Red,Adidas,152,James,Production Technician - WC29,15008.4,Call-Center,Clearwater,Georgia,USA,Americas,14,697,10,1363,5078,13644,10000-20000,387,377
717,Log Cabin Keepsakes,12/15/2019,"Fabrikam, Inc.",Fifi Phippin,8514299813,19/8/2019,3408793,Kitchen Items,Platic Containers,Platic Square Box,Black,Kitchen cmpny,179,Suchitra,Senior Tool Designer,4224,Call-Center,Columbus,Florida,USA,Americas,2752,584,1,1088,502,3840,0-10000,282,281
717,Log Cabin Keepsakes,12/15/2019,Humongous Insurance,Ritchie Kermott,9101524322,20/8/2019,3531807,School Supplies,Notebooks,Classmate A4 Notebook,Black,Class Mate,142,David,European Sales Manager,8229.1,Call-Center,Columbus,Florida,USA,Americas,2121,313,20,268,693,7481,0-10000,397,377
718,To You From Me,12/14/2019,Lucerne Publishing,Wolf Wreath,8978208865,20/8/2019,3610506,Kitchen Items,Mugs,Dev - GreenMug_M,Multi,Kitchen cmpny,123,Angela,Sales Representative,30737.7,Call-Center,Duluth,Mississippi,USA,Americas,1537,1085,36,906,5465,34153,30000-40000,262,226
715,A Kindred Spirit Gift Shoppe,3/14/2020,Graphic Design Institute,Simone Dorling,8402723633,20/8/2019,3589402,Footwear,Slippers,Brown Slippers L,Red,Adidas,170,Dragan,Production Technician - WC20,1912.5,Web,Saint Petersburg,Florida,USA,Americas,2050,599,5,15,7120,2125,0-10000,217,212
717,Log Cabin Keepsakes,12/15/2019,Lucerne Publishing,Cesar Dransfield,9071658880,20/8/2019,3749176,Footwear,Slippers,Green Slippers L,Black,Adidas,121,Diane,Production Technician - WC80,1267.2,Email,Columbus,Florida,USA,Americas,694,278,1,458,1178,1152,0-10000,297,296
719,The Treasure Box,12/14/2019,"Fabrikam, Inc.",Meredith Cawthry,8019279458,21/8/2019,3664564,Packaging materials,Secondary Packaging,Plastic Trays,Multi,Packers and Movers,150,Reed,Janitor,17023.6,Email,Augusta,South Carolina,USA,Americas,2760,436,11,1156,11799,15476,10000-20000,210,199
717,Log Cabin Keepsakes,12/15/2019,"Contoso, Ltd.",Bjorn Collingwood,9003618198,22/8/2019,2836802,Packaging materials,Primary Packaging,Plastic Containers,Blue,Packers and Movers,172,Rob,Production Technician - WC40,11863.5,Web,Columbus,Florida,USA,Americas,1593,435,12,766,8367,10785,10000-20000,263,251
711,Charming Treasures,2/20/2020,Nod Publishers,Consalve Dealy,8995712943,22/8/2019,3761620,Food,Ghee,Cow Ghee,Multi,Sunwest Foods,142,David,Production Technician - WC10,20659.5,Call-Center,West Palm Beach,Florida,USA,Americas,383,1086,19,1188,1100,22955,20000-30000,381,362
717,Log Cabin Keepsakes,12/15/2019,"Contoso, Ltd.",Taber Lankester,8539826877,23/8/2019,3627007,Pesonal Care,Oral Care,Mouth Freshner,Black,johnson & johnson,138,Cynthia,Sales Representative,41605.3,Web,Columbus,Georgia,USA,Americas,2035,532,23,1556,10920,37823,30000-40000,396,373
708,Brown Paper Packages Gift Shop,1/24/2020,"Litware, Inc.",Phillipe Bowring,8474783059,23/8/2019,2395777,Novelty items,Slime,Blimey Slimes,Black,Novelty items&co,127,Eugene,Marketing Manager,10421.5,Chatbot,Daytona Beach,Florida,USA,Americas,2066,269,12,742,6938,10970,10000-20000,16,4
719,The Treasure Box,12/14/2019,Northwind Electric Cars,Ike Cossans,8223697228,23/8/2019,3689072,Clothing,Boxers,Briefs,Black,Jockey,146,Andy,Production Technician - WC40,3450.7,Chatbot,Augusta,Florida,USA,Americas,2130,270,19,53,13948,3137,0-10000,224,205
719,The Treasure Box,12/14/2019,Northwind Electric Cars,Cosme Flemmich,9181600262,23/8/2019,2028996,Clothing,Hoodies,Hoodie zip,Black,Adidas,178,Steve,Production Technician - WC50,31812,Web,Augusta,Florida,USA,Americas,2264,774,34,784,8433,28920,20000-30000,241,207
719,The Treasure Box,12/14/2019,Northwind Electric Cars,Wileen Bartholomaus,8311366319,24/8/2019,2223400,Novelty items,Talking clock,Speaking Clock,Black,Novelty items&co,139,Kathie,Purchasing Manager,1100,Email,Augusta,Georgia,USA,Americas,910,825,5,18,5140,1000,0-10000,306,301
719,The Treasure Box,12/14/2019,The Phone Company,Aldous Mees,9117564904,24/8/2019,3386335,Clothing,Tshirts,Red Tshirt S,Red,Roadster,171,Carol,Janitor,61094,Chatbot,Augusta,Florida,USA,Americas,820,740,30,1824,860,55540,50000-60000,295,265
717,Log Cabin Keepsakes,12/15/2019,"Litware, Inc.",Rebeka Merrington,8766539311,25/8/2019,3453148,Kitchen Items,Mugs,IT - RedMug,Yellow,Kitchen cmpny,152,James,Sales Representative,46007.5,Call-Center,Columbus,Florida,USA,Americas,2730,75,35,1117,12545,41825,40000-50000,280,245
717,Log Cabin Keepsakes,12/15/2019,A Datum Corporation,Zacharia Ascraft,8582088003,25/8/2019,3335104,Kitchen Items,Mugs,Dev - RedMug_L,Red,Kitchen cmpny,176,Baris,Janitor,24247.3,Call-Center,Columbus,Alabama,USA,Americas,1981,688,14,1433,5991,22043,20000-30000,395,381
719,The Treasure Box,12/14/2019,Lucerne Publishing,Pieter Pheasey,9332462709,26/8/2019,2102100,Kitchen Items,Spoons,Plastic Spoon,Red,Kitchen cmpny,159,Alex,Scheduling Assistant,6449.3,Chatbot,Augusta,Florida,USA,Americas,613,465,35,150,10607,5863,0-10000,344,309
719,The Treasure Box,12/14/2019,Consolidated Messenger,Keelby Ailward,9294857925,26/8/2019,2582598,Novelty items,Trammel of Archimedes,Ellipsograph,Multi,Novelty items&co,154,Stephanie,Janitor,29218.2,Chatbot,Augusta,Florida,USA,Americas,522,322,24,1085,1323,26562,20000-30000,363,339
721,A Bow On Top Gift Shop,12/14/2019,Northwind Electric Cars,Andeee Petteford,8056629222,27/8/2019,3667394,Kitchen Items,Aproon,Aproon White Lab,Black,Kitchen cmpny,128,Barbara,Production Technician - WC23,21955.5,Call-Center,Gainesville,Mississippi,USA,Americas,1064,38,21,1111,8156,24395,20000-30000,284,263
717,Log Cabin Keepsakes,12/15/2019,"Litware, Inc.",Melisenda Rockey,9396984471,27/8/2019,1424440,Food,Cool Drinks,RC cola,Red,Coca Cola,130,Sean,Production Technician - WC40,39340.4,Web,Columbus,Georgia,USA,Americas,2248,15,21,1596,9959,35764,30000-40000,217,196
719,The Treasure Box,12/14/2019,"Fabrikam, Inc.",Halie Addenbrooke,8167431328,28/8/2019,3661045,Clothing,Tshirts,Blue Tshirt M,Blue,U.S Polo.Assn,140,Britta,Production Technician - WC200,13134,Web,Augusta,South Carolina,USA,Americas,1860,69,6,1680,934,11940,10000-20000,314,308
